# From MPO263352
53311 Deucalion,e,0.3645,51.5561,240.2988,44.08674,0.0033670,0.06010900,297.7543,05/23.0/2014,2000,H 6.6,0.15
# From MPO 39448
54520 2000 PJ30,e,5.7218,293.3453,303.3802,121.5321,0.0007356,0.76507060,11.1952,05/23.0/2014,2000,H 8.0,0.15
# From MPO280064
54598 Bienor,e,20.7516,337.8837,152.4303,16.52396,0.0146735,0.20201825,287.1160,05/23.0/2014,2000,H 7.5,0.15
# From MPO280075
55565 2002 AW197,e,24.3301,297.4066,293.4780,47.46438,0.0030141,0.12906040,291.6747,05/23.0/2014,2000,H 3.5,0.15
# From MPO130071
55576 Amycus,e,13.3546,315.4449,238.8921,25.00330,0.0078833,0.39353511,32.6571,05/23.0/2014,2000,H 7.8,0.15
# From MPO280075
55636 2002 TX300,e,25.8787,324.7010,340.8116,43.27929,0.0034617,0.12144363,69.9307,05/23.0/2014,2000,H 3.3,0.15
# From MPO280075
55637 2002 UX25,e,19.4381,204.6359,276.8253,42.78558,0.0035217,0.14485269,293.9035,05/23.0/2014,2000,H 3.8,0.15
# From MPO280075
55638 2002 VE95,e,16.3287,199.8239,207.6699,39.54243,0.0039638,0.29159857,17.9473,05/23.0/2014,2000,H 5.7,0.15
# From MPO236661
58534 Logos,e,2.8957,132.5088,337.6337,45.41381,0.0032205,0.12336571,55.9355,05/23.0/2014,2000,H 6.7,0.15
# From MPO157275
59358 1999 CL158,e,10.0130,120.0313,329.3392,41.73357,0.0036557,0.21173888,42.2790,05/23.0/2014,2000,H 7.0,0.15
# From MPO 44435
60454 2000 CH105,e,1.1604,319.9876,288.7000,44.49117,0.0033212,0.08415484,299.4548,05/23.0/2014,2000,H 6.3,0.15
# From MPO157275
60458 2000 CM114,e,19.6627,312.2937,250.9022,59.96074,0.0021228,0.40729590,339.2509,05/23.0/2014,2000,H 6.6,0.15
# From MPO290882
60558 Echeclus,e,4.3427,173.3439,162.9644,10.68799,0.0282072,0.45576867,350.5513,05/23.0/2014,2000,H 9.5,0.15
# From MPO233816
60608 2000 EE173,e,5.9491,293.9661,235.4821,49.61455,0.0028203,0.54487982,7.3671,05/23.0/2014,2000,H 8.6,0.15
# From MPO104094
